timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-12-02T19:39:37,codecarbon,54d7fc10-1582-406a-ad43-2a26562fbe44,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0378075000007811,2.004493287386699e-07,5.301840342115411e-06,47.5,0.0,5.9805521965026855,4.926277777700407e-07,0.0,4.989990013516455e-08,5.425276779052053e-07,Canada,USA,quebec,,,Windows-10-10.0.19045-SP0,3.11.9,2.7.2,12,AMD Ryzen 5 3600X 6-Core Processor,1,1 x NVIDIA GeForce RTX 3060 Ti,-73.7771,45.5553,15.948139190673828,machine,N,1.0
2024-12-02T19:39:41,codecarbon,03cdff12-1b12-4ad9-a117-187ddd1476c1,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0363937999991321,4.64262247648605e-08,1.2756630185901874e-06,47.5,36.10042174780549,5.9805521965026855,4.71297638874704e-07,3.14722474005491e-07,4.24426499253601e-08,8.28462762805555e-07,Canada,FRA,quebec,,,Windows-10-10.0.19045-SP0,3.11.9,2.7.2,12,AMD Ryzen 5 3600X 6-Core Processor,1,1 x NVIDIA GeForce RTX 3060 Ti,-73.7771,45.5553,15.948139190673828,machine,N,1.0
2024-12-02T19:39:46,codecarbon,bf5ebd9c-d96a-47de-aba9-eae4fb35dccc,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0423467999989952,5.367596509687418e-07,1.267532968208878e-05,47.5,34.370345643343015,5.9805521965026855,5.496792361112865e-07,3.250002600027613e-07,4.7085884200697944e-08,9.217653803147458e-07,Canada,CHN,quebec,,,Windows-10-10.0.19045-SP0,3.11.9,2.7.2,12,AMD Ryzen 5 3600X 6-Core Processor,1,1 x NVIDIA GeForce RTX 3060 Ti,-73.7771,45.5553,15.948139190673828,machine,N,1.0
2024-12-02T19:39:50,codecarbon,9306ab1c-e3d6-4d78-b979-b1ad54281738,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0326064000000769,5.479425653893221e-07,1.68047550599891e-05,47.5,35.969603555383735,5.9805521965026855,4.214331944505527e-07,3.052780219933715e-07,4.131664484989268e-08,7.680278612938169e-07,Canada,IND,quebec,,,Windows-10-10.0.19045-SP0,3.11.9,2.7.2,12,AMD Ryzen 5 3600X 6-Core Processor,1,1 x NVIDIA GeForce RTX 3060 Ti,-73.7771,45.5553,15.948139190673828,machine,N,1.0
2024-12-02T19:39:55,codecarbon,e350d1c6-eec4-4e34-a000-9aabae80d873,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.03286899999875459,1.4080669193758065e-08,4.283875138973374e-07,47.5,0.0,5.9805521965026855,4.271239583267238e-07,0.0,4.098339518916934e-08,4.681073535158931e-07,Canada,NOR,quebec,,,Windows-10-10.0.19045-SP0,3.11.9,2.7.2,12,AMD Ryzen 5 3600X 6-Core Processor,1,1 x NVIDIA GeForce RTX 3060 Ti,-73.7771,45.5553,15.948139190673828,machine,N,1.0
